seasonType,eventId,keyEventOrder,playId,keyEventTypeId,period,clockValue,clockDisplayValue,scoringPlay,shootout,keyEventText,keyEventShortText,teamId,goalPositionX,goalPositionY,fieldPositionX,fieldPositionY,fieldPosition2X,fieldPosition2Y,participantOrder,athleteId,updateDateTime
13370,735796,1,45342981,80,1,0,,0,0,First Half begins.,,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-01 04:59:44
13370,735796,2,45343101,94,1,1078,18',0,0,Sebastián Cáceres (Club América) is shown the yellow card for a bad foul.,Sebastián Cáceres Yellow Card,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,285756.0,2025-06-01 04:59:44
13370,735796,3,45343250,81,1,2700,45'+3',0,0,,,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-01 04:59:44
13370,735796,6,45343294,82,2,2700,45',0,0,,,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-01 04:59:44
13370,735796,5,45343292,76,2,2700,45',0,0,"Substitution, Club América. Brian Rodríguez replaces Víctor Dávila.",Brian Rodríguez Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144325.0,2025-06-01 04:59:44
13370,735796,4,45343291,76,2,2700,45',0,0,"Substitution, Club América. Jonathan dos Santos replaces Alan Cervantes.",Jonathan dos Santos Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159839.0,2025-06-01 04:59:44
13370,735796,4,45343291,76,2,2700,45',0,0,"Substitution, Club América. Jonathan dos Santos replaces Alan Cervantes.",Jonathan dos Santos Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137439.0,2025-06-01 04:59:44
13370,735796,4,45343291,76,2,2700,45',0,0,"Substitution, Club América. Jonathan dos Santos replaces Alan Cervantes.",Jonathan dos Santos Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,228351.0,2025-06-01 04:59:44
13370,735796,5,45343292,76,2,2700,45',0,0,"Substitution, Club América. Brian Rodríguez replaces Víctor Dávila.",Brian Rodríguez Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,204923.0,2025-06-01 04:59:44
13370,735796,7,45343381,94,2,3487,59',0,0,Igor Jesus (Los Angeles Football Club) is shown the yellow card for a bad foul.,Igor Jesus Yellow Card,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,322658.0,2025-06-02 04:55:15
13370,735796,7,45343381,94,2,3487,59',0,0,Igor Jesus (Los Angeles Football Club) is shown the yellow card for a bad foul.,Igor Jesus Yellow Card,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287869.0,2025-06-02 04:55:15
13370,735796,8,45343404,94,2,3693,62',0,0,Mark Delgado (Los Angeles Football Club) is shown the yellow card for a bad foul.,Mark Delgado Yellow Card,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,193171.0,2025-06-01 04:59:44
13370,735796,9,45343411,98,2,3790,64',1,0,"Goal! Los Angeles Football Club 0, Club América 1. Brian Rodríguez (Club América) converts the penalty with a right footed shot to the centre of the goal.",Brian Rodríguez Penalty - Scored,227,0.0,0.0,0.23,0.5,0.0,0.513,1.0,144325.0,2025-06-02 04:55:15
13370,735796,10,45343432,94,2,3953,66',0,0,Sergi Palencia (Los Angeles Football Club) is shown the yellow card for a bad foul.,Sergi Palencia Yellow Card,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,218252.0,2025-06-01 04:59:44
13370,735796,11,45343437,76,2,4061,68',0,0,"Substitution, Los Angeles Football Club. David Martínez replaces Nathan Ordaz.",David Martínez Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115713.0,2025-06-02 04:55:15
13370,735796,11,45343437,76,2,4061,68',0,0,"Substitution, Los Angeles Football Club. David Martínez replaces Nathan Ordaz.",David Martínez Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124713.0,2025-06-02 04:55:15
13370,735796,11,45343437,76,2,4061,68',0,0,"Substitution, Los Angeles Football Club. David Martínez replaces Nathan Ordaz.",David Martínez Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,340613.0,2025-06-02 04:55:15
13370,735796,12,45343475,76,2,4413,74',0,0,"Substitution, Los Angeles Football Club. Olivier Giroud replaces Jeremy Ebobisse.",Olivier Giroud Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88965.0,2025-06-02 04:55:15
13370,735796,12,45343475,76,2,4413,74',0,0,"Substitution, Los Angeles Football Club. Olivier Giroud replaces Jeremy Ebobisse.",Olivier Giroud Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,251805.0,2025-06-02 04:55:15
13370,735796,13,45343474,76,2,4418,74',0,0,"Substitution, Los Angeles Football Club. Cengiz Ünder replaces Mark Delgado.",Cengiz Ünder Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239706.0,2025-06-02 04:55:15
13370,735796,13,45343474,76,2,4418,74',0,0,"Substitution, Los Angeles Football Club. Cengiz Ünder replaces Mark Delgado.",Cengiz Ünder Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,193171.0,2025-06-02 04:55:15
13370,735796,14,45343531,76,2,5082,85',0,0,"Substitution, Club América. Ramón Juárez replaces Sebastián Cáceres because of an injury.",Ramón Juarez Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,307891.0,2025-06-01 04:59:44
13370,735796,14,45343531,76,2,5082,85',0,0,"Substitution, Club América. Ramón Juárez replaces Sebastián Cáceres because of an injury.",Ramón Juarez Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,292413.0,2025-06-01 04:59:44
13370,735796,14,45343531,76,2,5082,85',0,0,"Substitution, Club América. Ramón Juárez replaces Sebastián Cáceres because of an injury.",Ramón Juarez Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,285756.0,2025-06-01 04:59:44
13370,735796,15,45343560,76,2,5288,89',0,0,"Substitution, Club América. Miguel Vázquez replaces Rodrigo Aguirre.",Miguel Vazquez Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311853.0,2025-06-02 04:55:15
13370,735796,15,45343560,76,2,5288,89',0,0,"Substitution, Club América. Miguel Vázquez replaces Rodrigo Aguirre.",Miguel Vazquez Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159042.0,2025-06-02 04:55:15
13370,735796,16,45343576,94,2,5310,89',0,0,Álex Zendejas (Club América) is shown the yellow card.,Alejandro Zendejas Yellow Card,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212824.0,2025-06-02 04:55:15
13370,735796,17,45343561,76,2,5314,89',0,0,"Substitution, Club América. Cristian Calderón replaces Álex Zendejas.",Cristian Calderón Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228730.0,2025-06-02 04:55:15
13370,735796,17,45343561,76,2,5314,89',0,0,"Substitution, Club América. Cristian Calderón replaces Álex Zendejas.",Cristian Calderón Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,212824.0,2025-06-02 04:55:15
13370,735796,18,45343562,137,2,5323,89',1,0,"Goal! Los Angeles Football Club 1, Club América 1. Igor Jesus (Los Angeles Football Club) header from very close range to the bottom left corner. Assisted by Dénis Bouanga with a cross following a corner.",Igor Jesus Goal - Header,18966,0.0,0.0,0.108,0.511,0.0,0.476,1.0,287869.0,2025-06-02 04:55:15
13370,735796,18,45343562,137,2,5323,89',1,0,"Goal! Los Angeles Football Club 1, Club América 1. Igor Jesus (Los Angeles Football Club) header from very close range to the bottom left corner. Assisted by Dénis Bouanga with a cross following a corner.",Igor Jesus Goal - Header,18966,0.0,0.0,0.108,0.511,0.0,0.476,1.0,322658.0,2025-06-02 04:55:15
13370,735796,18,45343562,137,2,5323,89',1,0,"Goal! Los Angeles Football Club 1, Club América 1. Igor Jesus (Los Angeles Football Club) header from very close range to the bottom left corner. Assisted by Dénis Bouanga with a cross following a corner.",Igor Jesus Goal - Header,18966,0.0,0.0,0.108,0.511,0.0,0.476,2.0,213304.0,2025-06-02 04:55:15
13370,735796,20,45343614,83,2,5400,90'+8',0,0,"Second Half ends, Los Angeles Football Club 1, Club América 1.",,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-02 04:55:15
13370,735796,23,45343617,84,3,5400,90',0,0,,,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-02 04:55:15
13370,735796,21,45343615,76,3,5400,90',0,0,"Substitution, Club América. Diego Valdés replaces Cristián Borja.",Diego Valdés Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48063.0,2025-06-02 04:55:15
13370,735796,21,45343615,76,3,5400,90',0,0,"Substitution, Club América. Diego Valdés replaces Cristián Borja.",Diego Valdés Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,331570.0,2025-06-02 04:55:15
13370,735796,21,45343615,76,3,5400,90',0,0,"Substitution, Club América. Diego Valdés replaces Cristián Borja.",Diego Valdés Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215874.0,2025-06-02 04:55:15
13370,735796,22,45343616,76,3,5400,90',0,0,"Substitution, Club América. Javairô Dilrosun replaces Kevin Álvarez.",Javairo Dilrosun Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258971.0,2025-06-02 04:55:15
13370,735796,21,45343615,76,3,5400,90',0,0,"Substitution, Club América. Diego Valdés replaces Cristián Borja.",Diego Valdés Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70983.0,2025-06-02 04:55:15
13370,735796,19,45343590,76,2,5400,90'+4',0,0,"Substitution, Los Angeles Football Club. Frankie Amaya replaces Cengiz Ünder because of an injury.",Frankie Amaya Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283228.0,2025-06-02 04:55:15
13370,735796,21,45343615,76,3,5400,90',0,0,"Substitution, Club América. Diego Valdés replaces Cristián Borja.",Diego Valdés Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,132676.0,2025-06-02 04:55:15
13370,735796,22,45343616,76,3,5400,90',0,0,"Substitution, Club América. Javairô Dilrosun replaces Kevin Álvarez.",Javairo Dilrosun Substitution,227,0.0,0.0,0.0,0.0,0.0,0.0,2.0,195312.0,2025-06-02 04:55:15
13370,735796,19,45343590,76,2,5400,90'+4',0,0,"Substitution, Los Angeles Football Club. Frankie Amaya replaces Cengiz Ünder because of an injury.",Frankie Amaya Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,239706.0,2025-06-02 04:55:15
13370,735796,24,45343646,94,3,6194,104',0,0,Frankie Amaya (Los Angeles Football Club) is shown the yellow card for a bad foul.,Frankie Amaya Yellow Card,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283228.0,2025-06-02 04:55:15
13370,735796,25,45343650,85,3,6300,105'+1',0,0,"First Half Extra Time ends, Los Angeles Football Club 1, Club América 1.",,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-02 04:55:15
13370,735796,27,45343652,86,4,6300,105',0,0,"Second Half Extra Time begins Los Angeles Football Club 1, Club América 1.",,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,313114.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,398667.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,314470.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,314455.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311845.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,249190.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229121.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222443.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,218683.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201643.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200670.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283678.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200651.0,2025-06-02 04:55:15
13370,735796,26,45343651,76,4,6300,105',0,0,"Substitution, Los Angeles Football Club. Marlon replaces Aaron Long.",Marlon Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,201103.0,2025-06-02 04:55:15
13370,735796,28,45343660,94,4,6567,110',0,0,Timothy Tillman (Los Angeles Football Club) is shown the yellow card for a bad foul.,Timothy Tillman Yellow Card,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231192.0,2025-06-02 04:55:15
13370,735796,29,45343670,70,4,6869,115',1,0,"Goal! Los Angeles Football Club 2, Club América 1. Dénis Bouanga (Los Angeles Football Club) right footed shot from outside the box to the bottom left corner. Assisted by Olivier Giroud.",Denis Bouanga Goal,18966,0.0,0.0,0.388,0.389,0.0,0.479,1.0,213304.0,2025-06-02 04:55:15
13370,735796,29,45343670,70,4,6869,115',1,0,"Goal! Los Angeles Football Club 2, Club América 1. Dénis Bouanga (Los Angeles Football Club) right footed shot from outside the box to the bottom left corner. Assisted by Olivier Giroud.",Denis Bouanga Goal,18966,0.0,0.0,0.388,0.389,0.0,0.479,2.0,88965.0,2025-06-02 04:55:15
13370,735796,30,45343676,94,4,7112,119',0,0,Israel Reyes (Club América) is shown the yellow card for a bad foul.,Israel Reyes Yellow Card,227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290414.0,2025-06-02 04:55:15
13370,735796,31,45343677,76,4,7158,120',0,0,"Substitution, Los Angeles Football Club. Yaw Yeboah replaces Timothy Tillman.",Yaw Yeboah Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173386.0,2025-06-02 04:55:15
13370,735796,31,45343677,76,4,7158,120',0,0,"Substitution, Los Angeles Football Club. Yaw Yeboah replaces Timothy Tillman.",Yaw Yeboah Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,231192.0,2025-06-02 04:55:15
13370,735796,32,45343678,76,4,7159,120',0,0,"Substitution, Los Angeles Football Club. Ryan Raposo replaces David Martínez.",Ryan Raposo Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,295727.0,2025-06-02 04:55:15
13370,735796,32,45343678,76,4,7159,120',0,0,"Substitution, Los Angeles Football Club. Ryan Raposo replaces David Martínez.",Ryan Raposo Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,115713.0,2025-06-02 04:55:15
13370,735796,32,45343678,76,4,7159,120',0,0,"Substitution, Los Angeles Football Club. Ryan Raposo replaces David Martínez.",Ryan Raposo Substitution,18966,0.0,0.0,0.0,0.0,0.0,0.0,2.0,124713.0,2025-06-02 04:55:15
13370,735796,33,45343683,87,4,7200,120'+3',0,0,"Second Half Extra Time ends, Los Angeles Football Club 2, Club América 1.",,-1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-06-02 04:55:15
